id,nombre_establecimiento,tipo_ocupacion,direccion,latitud,longitud,ocupacion_longitud,ocupacion_superficie,titularidad,estado_autorizacion,fecha_inicio_autorizacion,fecha_fin_autorizacion,notas
OCUP-0815,PUESTO 25- MERCADO ATARAZANAS,terraza,Calle Guillen de Castro,36.71855491345083,-4.423801094214063,,5.0,privada,activa,,,
OCUP-0816,P.10-11-12-13 ATARAZANAS,terraza,Calle Guillen de Castro,36.71855491345083,-4.423801094214063,,6.0,privada,activa,,,
OCUP-0817,PUESTOS 187-88,terraza,Calle Guillen de Castro,36.71855491345083,-4.423801094214063,,5.0,privada,activa,,,
OCUP-0818,PUESTO 28-29,terraza,Calle Guillen de Castro,36.71855491345083,-4.423801094214063,,5.0,privada,activa,,,
OCUP-0819,YASAKA,terraza,Calle Gustavo Pittaluga,36.71488188272286,-4.465106243699724,,19.0,privada,activa,,,
OCUP-0820,CLASSIC,terraza,Calle Hamlet,36.71038240941453,-4.464951747512011,,8.0,privada,activa,,,
OCUP-0821,CAFE-BAR HERMANOS RODRIGUEZ,terraza,Calle Haydn,36.69563950685526,-4.449631742085109,,32.0,privada,activa,,,
OCUP-0822,CAFETERIA,terraza,Calle Hermanos Lumiere,36.694323660062544,-4.461376616583872,,7.0,privada,activa,,,
OCUP-0823,PIZZERIA POMODORO,terraza,Calle Hermes,36.72201850764629,-4.476328608400076,,19.0,privada,activa,,,
OCUP-0824,THE RETROCOPAS,terraza,Calle Hermes,36.72209238060837,-4.477081814853884,,37.0,privada,activa,,,
OCUP-0825,RESTAURANTE TREZE,terraza,Calle Hermes,36.72224271206366,-4.477071222166935,,32.0,privada,activa,,,
OCUP-0826,THE GARRISON,terraza,Calle Hernan Ruiz,36.7228950574245,-4.421634789934583,,11.0,privada,activa,,,
OCUP-0827,LA CASA DEL PERRO,terraza,Calle Hernan Ruiz,36.72311425996276,-4.421873451204482,,6.0,privada,activa,,,
OCUP-0828,OLIVER23,terraza,Calle Hernan Ruiz,36.72318228602703,-4.421946167685472,,11.0,privada,activa,,,
OCUP-0829,LA PLANCHA,terraza,Calle Heroe de Sostoa,36.709927870143176,-4.433067090828185,,12.0,privada,activa,,,
OCUP-0830,RESTAURANTE ?A ?A,terraza,Calle Heroe de Sostoa,36.71072321788157,-4.432035435071574,,10.0,privada,activa,,,
OCUP-0831,CAFETERIA EL TAPEO,terraza,Calle Heroe de Sostoa,36.71072321788157,-4.432035435071574,,20.0,privada,activa,,,
OCUP-0832,BAR AMERICA,terraza,Calle Heroe de Sostoa,36.70413847199602,-4.439991525424415,,24.0,privada,activa,,,
OCUP-0833,Canela Limon,terraza,Calle Heroe de Sostoa,36.70623172242533,-4.437771389115476,,36.0,privada,activa,,,
OCUP-0834,PIZZERIA DALLAS BANDERA,terraza,Calle Heroe de Sostoa,36.70612526095339,-4.4379124609294776,,52.0,privada,activa,,,
OCUP-0835,SENSEI SUSHI DONBURI,terraza,Calle Heroe de Sostoa,36.71050830821883,-4.432310287166925,,13.0,privada,activa,,,
OCUP-0836,DAK BURGER,terraza,Calle Heroe de Sostoa,36.709927870143176,-4.433067090828185,,20.0,privada,activa,,,
OCUP-0837,BAR FUEGO,terraza,Calle Domingo Lozano,36.72623041978678,-4.438572320606876,,3.0,privada,activa,,,
OCUP-0838,MALA PIZZA,terraza,Calle Heroe de Sostoa,36.70989041649282,-4.432670495881026,,11.0,privada,activa,,,
OCUP-0839,STAR KEBAB,terraza,Calle Heroe de Sostoa,36.700776201482654,-4.444762292044578,,10.0,privada,activa,,,
OCUP-0840,BAR LUISA,terraza,Calle Heroe de Sostoa,36.70881345976507,-4.434464256133845,,15.0,privada,activa,,,
OCUP-0841,LIM?N LOCO,terraza,Calle Heroe de Sostoa,36.70700290844481,-4.436653784535336,,84.0,privada,activa,,,
OCUP-0842,LA PRINCESA,terraza,Calle Heroe de Sostoa,36.704770593484255,-4.4392734663871165,,26.0,privada,activa,,,
OCUP-0843,CASA ARANDA,terraza,Calle Herreria del Rey,36.71892631599687,-4.423115209408963,,24.0,privada,activa,,,
OCUP-0844,CASA ARANDA,terraza,Calle Herreria del Rey,36.71884208560687,-4.423408534487492,,54.0,privada,activa,,,
OCUP-0845,POLLOS SAN JUAN,terraza,Calle Herreria del Rey,36.71875360236716,-4.423728217839633,,22.0,privada,activa,,,
OCUP-0846,CAFETERIA STARBUCKS,terraza,Calle Hilera,36.71837879877533,-4.4304009779600335,,31.0,privada,activa,,,
OCUP-0847,BAR PABLO S,terraza,Calle Horacio Lengo,36.714189241153434,-4.439781809144237,,24.0,privada,activa,,,
OCUP-0848,FREIDUR?A-MARISQUER?A MOYA,terraza,Calle Horacio Lengo,36.71426392286982,-4.439613265348718,,9.0,privada,activa,,,
OCUP-0849,CONCEPT 30,terraza,Calle Hoyo de Esparteros,36.71837358730574,-4.4250527173905825,,12.0,privada,activa,,,
OCUP-0850,LOS MA?ANITOS,terraza,Calle Hoz la,36.7037643384684,-4.437494536170125,,26.0,privada,activa,,,
OCUP-0851,TEJERINGOS LUQUE,terraza,Calle Hoz la,36.70285288773255,-4.438092992321385,,12.0,privada,activa,,,
OCUP-0852,CAFETERIA BAR MERCADO HUELIN,terraza,Calle Hoz la,36.7025557028538,-4.438281168513347,,14.0,privada,activa,,,
OCUP-0853,CAFETERIA RINCON DE MORDA,terraza,Calle Huerto de Monjas,36.72625282180955,-4.423497895822793,,3.0,privada,activa,,,
OCUP-0854,PEPA REVUELO,terraza,Calle Huescar,36.71807258884988,-4.431163449600925,,25.0,privada,activa,,,
OCUP-0855,EL DESPACHITO DE GLORIA,terraza,Calle Huescar,36.718144763041565,-4.431351786337735,,38.0,privada,activa,,,
OCUP-0856,RESTAURANTE JAPONES YOKOHAMA,terraza,Calle Huescar,36.718144763041565,-4.431351786337735,,40.0,privada,activa,,,
OCUP-0857,SORA TILDE,terraza,Calle Huescar,36.71837666702303,-4.431489766769736,,11.0,privada,activa,,,
OCUP-0858,MES?N LA ESTANCIA,terraza,Calle Huescar,36.7181003646137,-4.431702308171175,,19.0,privada,activa,,,
OCUP-0859,EL PARQUE DE HU?SCAR,terraza,Calle Huescar,36.718449127026915,-4.431885724890655,,35.0,privada,activa,,,
OCUP-0860,MARISQUER?A LAS NI?AS,terraza,Calle Huescar,36.718449127026915,-4.431885724890655,,29.0,privada,activa,,,
OCUP-0861,LA BOHEMIA,terraza,Calle Huescar,36.71847746579505,-4.432332007225584,,14.0,privada,activa,,,
OCUP-0862,BAR NUMA,terraza,Calle Huescar,36.71839278639823,-4.432371118732945,,28.0,privada,activa,,,
OCUP-0863,INMA CAF?,terraza,Calle Huescar,36.71865666081805,-4.4340054859431834,,18.0,privada,activa,,,
OCUP-0864,CAFETERIA LA PLAZA,terraza,Calle Huescar,36.71859535882276,-4.434309148787857,,18.0,privada,activa,,,
OCUP-0865,TIBURON IV,terraza,Calle Ibrahin,36.7297590165208,-4.441954412766647,,8.0,privada,activa,,,
OCUP-0866,LA ESQUINITA MALAGUE?A,terraza,Calle Ildefonso Marzo,36.69842087030625,-4.445124716418898,,10.0,privada,activa,,,
OCUP-0867,NUBE DOBLE,terraza,Calle Ildefonso Marzo,36.698138832502735,-4.445697929407539,,7.0,privada,activa,,,
OCUP-0868,CAFE BAR 20PAKA,terraza,Calle Ildefonso Marzo,36.697684464918815,-4.4462105557442495,,4.0,privada,activa,,,
OCUP-0869,TABERNA ANC? LOS PEDRILLOS,terraza,Calle Infantes,36.702085247409066,-4.437982838055187,,3.0,privada,activa,,,
OCUP-0870,LUNA,terraza,Calle Ingeniero de la Cierva,36.69801028652298,-4.4547155585123095,,32.0,privada,activa,,,
OCUP-0871,EL NAV?O,terraza,Calle Ingeniero de la Torre Acosta,36.720905627459615,-4.439755600896686,,16.0,privada,activa,,,
OCUP-0872,CERVECER?A LOS TRECE,terraza,Calle Ingeniero de la Torre Acosta,36.72044730487257,-4.438799199383735,,19.0,privada,activa,,,
OCUP-0873,CAFE BAR ONUVA,terraza,Calle Ingeniero de la Torre Acosta,36.72099800757011,-4.439312346267856,,18.0,privada,activa,,,
OCUP-0874,EL PICHINO,terraza,Calle Ingeniero Diaz Petersen,36.70355808368096,-4.446958897221208,,16.0,privada,activa,,,
OCUP-0875,HOLIDAY KEBAB,terraza,Calle Jaboneros,36.72170528051584,-4.429111598513754,,8.0,privada,activa,,,
OCUP-0876,CHURRERIA ROSA,terraza,Calle Jaboneros,36.72182179073666,-4.429105688655034,,3.0,privada,activa,,,
OCUP-0877,LOS YAYOS,terraza,Calle Jaboneros,36.723091072225124,-4.429016626996304,,4.0,privada,activa,,,
OCUP-0878,MARISQUERIA LI?AN,terraza,Calle Jaboneros,36.72324116359518,-4.428847372845922,,7.0,privada,activa,,,
OCUP-0879,CAFE BAR PANROMA,terraza,Calle Jacinto Verdaguer,36.710940593181725,-4.428144796640804,,13.0,privada,activa,,,
OCUP-0880,HAPPY HIPPO,terraza,Calle Jacob,36.72878155511714,-4.5477101223401455,,6.0,privada,activa,,,
OCUP-0881,EL DORADO,terraza,Calle Jano,36.723257721019316,-4.474957309784994,,40.0,privada,activa,,,
OCUP-0882,BAR LA TERRAZA,terraza,Calle Jerez Perchet,36.74525462144932,-4.419981568253533,,30.0,privada,activa,,,
OCUP-0883,ORIPANDO,terraza,Calle Jerez Perchet,36.74516223632152,-4.419794180292382,,16.0,privada,activa,,,
OCUP-0884,FRAGOLA,terraza,Calle Jerez Perchet,36.74507255904552,-4.4196049497095125,,18.0,privada,activa,,,
OCUP-0885,ALOHA,terraza,Calle Jerez Perchet,36.74493797408045,-4.419340833498462,,13.0,privada,activa,,,
OCUP-0886,HAMBURGUESER?A VALDI,terraza,Calle Jerez Perchet,36.74493797408045,-4.419340833498462,,11.0,privada,activa,,,
OCUP-0887,100% COFFEE,terraza,Calle Joaquin Rodrigo,36.6939128012428,-4.449147485957999,,15.0,privada,activa,,,
OCUP-0888,LA BODEGA DE AR?N,terraza,Calle Jonas,36.731878029635666,-4.416700745878282,,20.0,privada,activa,,,
OCUP-0889,BAR LOS DEL COLMENAR,terraza,Calle Jonas,36.73224408115519,-4.416462693955511,,86.0,privada,activa,,,
OCUP-0890,MALDITA DOLORES,terraza,Calle Jose Denis Belgrano,36.72178351385885,-4.419923686067682,,39.0,privada,activa,,,
OCUP-0891,PUERTO CRISTAL,terraza,Calle Jose Denis Belgrano,36.72204091711455,-4.419967705378862,,11.0,privada,activa,,,
OCUP-0892,ASADOR OVIDIO,terraza,Calle Jose Denis Belgrano,36.72216039487459,-4.419918115856963,,5.0,privada,activa,,,
OCUP-0893,KONAN BBQ,terraza,Calle Jose Denis Belgrano,36.72245311865011,-4.419646611174423,,12.0,privada,activa,,,
OCUP-0894,TABUL?,terraza,Calle Jose Denis Belgrano,36.72257366216143,-4.419500809253212,,9.0,privada,activa,,,
OCUP-0895,LA CARAVANA,terraza,Calle Jose Denis Belgrano,36.72253861096,-4.419457334054393,,6.0,privada,activa,,,
OCUP-0896,100 MONTADITOS,terraza,Calle Jose Iturbi,36.725727833046406,-4.4429064668903555,,71.0,privada,activa,,,
OCUP-0897,EL PEQUE?O BUDA,terraza,Calle Jose Iturbi,36.725727833046406,-4.4429064668903555,,7.0,privada,activa,,,
OCUP-0898,LA CASA DE ANYO,terraza,Calle Jose Iturbi,36.725727833046406,-4.4429064668903555,,46.0,privada,activa,,,
OCUP-0899,NORDIC COFFEE,terraza,Calle Jose Iturbi,36.72608440053031,-4.442858881202119,,35.0,privada,activa,,,
OCUP-0900,SUE?O PASTELERIA FRANCESA,terraza,Calle Jose Iturbi,36.72608440053031,-4.442858881202119,,9.0,privada,activa,,,
OCUP-0901,DIBOKA,terraza,Calle Jose Iturbi,36.72586960822296,-4.443417168856097,,28.0,privada,activa,,,
OCUP-0902,EL MONO VERDE,terraza,Calle Jose Iturbi,36.72586960822296,-4.443417168856097,,16.0,privada,activa,,,
OCUP-0903,SAOKO,terraza,Calle Jose Iturbi,36.72586960822296,-4.443417168856097,,28.0,privada,activa,,,
OCUP-0904,BODEGUITA HNOS PEREZ,terraza,Calle Jose Iturbi,36.72618912950584,-4.443217036520546,,20.0,privada,activa,,,
OCUP-0905,ROSARIO´S,terraza,Calle Jose Iturbi,36.72618912950584,-4.443217036520546,,29.0,privada,activa,,,
OCUP-0906,TAPEARTE,terraza,Calle Jose Iturbi,36.72618912950584,-4.443217036520546,,39.0,privada,activa,,,
OCUP-0907,AVIAO,terraza,Calle Jose Iturbi,36.72602211198923,-4.4439461133779075,,31.0,privada,activa,,,
OCUP-0908,IL PANINO,terraza,Calle Jose Iturbi,36.72602211198923,-4.4439461133779075,,29.0,privada,activa,,,
OCUP-0909,KOMILONA,terraza,Calle Jose Iturbi,36.72602211198923,-4.4439461133779075,,15.0,privada,activa,,,
OCUP-0910,TABERNA LA CAZUELA,terraza,Calle Jose Iturbi,36.72602211198923,-4.4439461133779075,,14.0,privada,activa,,,
OCUP-0911,CAFE SPLIT,terraza,Calle Jose Iturbi,36.72634940915209,-4.443790920417296,,14.0,privada,activa,,,
OCUP-0912,TABERNA INVERNALIA,terraza,Calle Jose Iturbi,36.72634940915209,-4.443790920417296,,6.0,privada,activa,,,
OCUP-0913,BAKU COCKTAILS FRIENDS,terraza,Calle Jose Iturbi,36.726453193248126,-4.444147224040817,,20.0,privada,activa,,,
OCUP-0914,LA PARTIDA,terraza,Calle Jose Maria Freuiller,36.72371168264171,-4.437341556923135,,21.0,privada,activa,,,
OCUP-0915,TOMATO BURGUER,terraza,Calle Jose Maria Freuiller,36.723720390101725,-4.438603726153196,,11.0,privada,activa,,,
OCUP-0916,SUSHI FLOWER,terraza,Calle Jovellanos,36.71275250748869,-4.430268851142145,,7.0,privada,activa,,,
OCUP-0917,EL CERRILLO,terraza,Calle Juan Bautista Barba,36.70878864102734,-4.440746703307935,,4.0,privada,activa,,,
OCUP-0918,KIMCHIBOWL,terraza,Calle Juan de Padilla,36.72274606489824,-4.421117808099522,,9.0,privada,activa,,,
OCUP-0919,CATRINA,terraza,Calle Juan de Padilla,36.72264974324672,-4.421139709427183,,9.0,privada,activa,,,
OCUP-0920,MALA M?A,terraza,Calle Juan de Padilla,36.72284087250215,-4.421025830081563,,10.0,privada,activa,,,
OCUP-0921,PRE PARTY,terraza,Calle Juan de Padilla,36.722729821992026,-4.421034147228651,,2.0,privada,activa,,,
OCUP-0922,TABU DRINKS & COFFEE,terraza,Calle Juan de Padilla,36.722794477632476,-4.420966349986761,,3.0,privada,activa,,,
OCUP-0923,BAIRES COFFEE AND DRINKS,terraza,Calle Juan de Padilla,36.72301541842205,-4.420911232870453,,11.0,privada,activa,,,
OCUP-0924,VERTICAL WINE BAR SHOP,terraza,Calle Juan de Padilla,36.72334009257782,-4.420724350883053,,6.0,privada,activa,,,
OCUP-0925,ZAS,terraza,Calle Juan de Padilla,36.72334009257782,-4.420724350883053,,5.0,privada,activa,,,
OCUP-0926,PALACIO NAZARI,terraza,Calle Juan de Padilla,36.72298178851041,-4.420853143283163,,6.0,privada,activa,,,
OCUP-0927,YOSU 23,terraza,Calle Juan de Padilla,36.723486666511896,-4.4205229281702625,,8.0,privada,activa,,,
OCUP-0928,CINECOM SANTA INES,terraza,Calle Juan de Rihuerga,36.726105450380295,-4.466444095759532,,26.0,privada,activa,,,
OCUP-0929,HORNOS VILLANUEVA,terraza,Calle Juan de Robles,36.721824794808114,-4.4612039140858615,,9.0,privada,activa,,,
OCUP-0930,MARISQUERIA EL ANZUELO,terraza,Calle Juan Frances Bosca,36.72678946295568,-4.466622379560962,,9.0,privada,activa,,,
OCUP-0931,AROMAS LOUNGE,terraza,Calle Juan Frances Bosca,36.72643021335085,-4.4689483733292334,,31.0,privada,activa,,,
OCUP-0932,MUSTANG,terraza,Calle Juan Frances Bosca,36.72626726907767,-4.470063618229372,,11.0,privada,activa,,,
OCUP-0933,CAFE MOSTACHE,terraza,Calle Juan Gris,36.70506972917125,-4.45471484756756,,5.0,privada,activa,,,
OCUP-0934,LA SULTANA,terraza,Calle Juan Gris,36.70560959674158,-4.454998948926838,,30.0,privada,activa,,,
OCUP-0935,AL SUR,terraza,Calle Quitapenas,36.71917128275775,-4.361199406985063,,43.0,privada,activa,,,
OCUP-0936,NEW ANUBIS,terraza,Calle Juan Gris,36.7057220989366,-4.45474674094049,,25.0,privada,activa,,,
OCUP-0937,HELADER?A BACIO DI LATTE,terraza,Calle Juan Martinez Monta?es,36.691818615357676,-4.456889229149471,,40.0,privada,activa,,,
OCUP-0938,EL RINCONCITO DE DOMI,terraza,Calle Juan Martinez Monta?es,36.69333940290553,-4.458217911754881,,15.0,privada,activa,,,
OCUP-0939,RESTAURANTE LOS CURROS,terraza,Calle Juan Montes Hoyo,36.75095080235852,-4.420766789244923,,18.0,privada,activa,,,
OCUP-0940,BAR ARCO IRIS,terraza,Calle Juan Montes Hoyo,36.75107251328975,-4.420666033550682,,7.0,privada,activa,,,
OCUP-0941,TERRAZA COCO CARAMBUCO,terraza,Calle Julio Caro Baroja,36.66571839944243,-4.498685427672491,,47.0,privada,activa,,,
OCUP-0942,urban poke,terraza,Calle Kandinsky,36.715409374289585,-4.463645067136151,,16.0,privada,activa,,,
OCUP-0943,PAMPA,terraza,Calle Kandinsky,36.71538242638632,-4.463845698505682,,20.0,privada,activa,,,
OCUP-0944,1947 GASTROBAR,terraza,Calle Kandinsky,36.71532400394527,-4.464268271139142,,21.0,privada,activa,,,
OCUP-0945,ADN TEATINOS,terraza,Calle Kandinsky,36.71532400394527,-4.464268271139142,,20.0,privada,activa,,,
OCUP-0946,GRILLAERA BURGER,terraza,Calle Kandinsky,36.71529159087065,-4.464512284918583,,41.0,privada,activa,,,
OCUP-0947,EL TEMPLO DE SANTI,terraza,Calle Kandinsky,36.71512771968514,-4.465597221696273,,15.0,privada,activa,,,
OCUP-0948,ZAKA,terraza,Calle Lazcano,36.722456669233715,-4.421200292664583,,3.0,privada,activa,,,
OCUP-0949,PUNTO DE FUGA - HOLLYWOOD,terraza,Calle Lazcano,36.72239813824774,-4.421184862147003,,3.0,privada,activa,,,
OCUP-0950,EL ENCUENTRO,terraza,Calle Leopoldo Alas Clarin,36.70740040522706,-4.434116552010926,,29.0,privada,activa,,,
OCUP-0951,KEBAB ANDALUZ,terraza,Calle Lope de Rueda,36.73669334990255,-4.479691385159366,,10.0,privada,activa,,,
OCUP-0952,BRAMASOLE PIZZERIAS,terraza,Calle Lope de Rueda,36.73943664950097,-4.481678729591886,,8.0,privada,activa,,,
OCUP-0953,EL RECREO,terraza,Calle Lope de Rueda,36.73807233601182,-4.480440587006886,,17.0,privada,activa,,,
OCUP-0954,CAFETERIA BAR PIOLA,terraza,Calle Lope de Rueda,36.73998195843089,-4.482059042092344,,11.0,privada,activa,,,
OCUP-0955,HAMBURG-PIZZER?A PICASSO,terraza,Calle Lorenza Correa,36.73855291938138,-4.422758431948832,,14.0,privada,activa,,,
OCUP-0956,CAFETER?A HEDA,terraza,Calle Lozano de Torres,36.72943498904759,-4.416094297134772,,8.0,privada,activa,,,
OCUP-0957,EL JARD?N DE NANI,terraza,Calle Lozano de Torres,36.73026108225744,-4.416135184835121,,15.0,privada,activa,,,
OCUP-0958,LA CASITA DE MAYKEL,terraza,Calle Lozano de Torres,36.730228594086576,-4.416327798057032,,11.0,privada,activa,,,
OCUP-0959,BAR EL BARRIO,terraza,Calle Luchana,36.726504236913534,-4.429118605688024,,10.0,privada,activa,,,
OCUP-0960,EL DESAFIO,terraza,Calle Luis Barahona de Soto,36.69359082158673,-4.444339741525328,,15.0,privada,activa,,,
OCUP-0961,RESTAURANTE EL ENVERO,terraza,Calle Luis Barahona de Soto,36.694951126542996,-4.443511844325427,,45.0,privada,activa,,,
OCUP-0962,CRUNCHY CHICKEN,terraza,Calle Marmoles,36.72164832631157,-4.4287355442199825,,4.0,privada,activa,,,
OCUP-0963,FOLKLORE CONTEMPOR?NEO,terraza,Calle Luis Barahona de Soto,36.69191227465021,-4.445843176837208,,17.0,privada,activa,,,
OCUP-0964,SUSHI BROS,terraza,Calle Luis Barahona de Soto,36.691103820807484,-4.4468054205306995,,27.0,privada,activa,,,
OCUP-0965,TARARIKETEVI,terraza,Calle Luis Barahona de Soto,36.69359082158673,-4.444339741525328,,15.0,privada,activa,,,
OCUP-0966,CAFETERIA NATURA PARK VIP,terraza,Calle Luis de Milan,36.71881912329667,-4.353926711377871,,18.0,privada,activa,,,
OCUP-0967,CASONA LOS MARANGOS,terraza,Calle Luis de Velazquez,36.72184504120279,-4.421495184930234,,43.0,privada,activa,,,
OCUP-0968,PEPA Y PEPE II,terraza,Calle Luis de Velazquez,36.72180944163247,-4.421474807591682,,30.0,privada,activa,,,
OCUP-0969,LA MALDITA,terraza,Calle Luis de Velazquez,36.722202038847506,-4.421191096121313,,9.0,privada,activa,,,
OCUP-0970,LA VIZNAGA,terraza,Calle Luis de Velazquez,36.722202038847506,-4.421191096121313,,8.0,privada,activa,,,
OCUP-0971,CAN CAN II,terraza,Calle Luis de Velazquez,36.72229860423682,-4.421073911545872,,11.0,privada,activa,,,
OCUP-0972,CAN CAN,terraza,Calle Luis de Velazquez,36.72224221890286,-4.421085303126214,,10.0,privada,activa,,,
OCUP-0973,RINC?N DE ANTONIO,terraza,Calle Macandel,36.71051810086192,-4.443572220388148,,30.0,privada,activa,,,
OCUP-0974,RESTAURANTE PROMESA,terraza,Calle Maestranza,36.71986069017247,-4.411427282678521,,38.0,privada,activa,,,
OCUP-0975,GASTROTECA DE CAM EMMA,terraza,Calle Maestranza,36.71959678891497,-4.408613423482899,,13.0,privada,activa,,,
OCUP-0976,CAFETER?A DIMPY,terraza,Calle Maestro Pablo Luna,36.72505028997222,-4.4438013456271985,,18.0,privada,activa,,,
OCUP-0977,LA HORA DEL TAPEO,terraza,Calle Maestro Pablo Luna,36.72505028997222,-4.4438013456271985,,9.0,privada,activa,,,
OCUP-0978,SAFFIR CAFE,terraza,Calle Maestro Pablo Luna,36.72505028997222,-4.4438013456271985,,18.0,privada,activa,,,
OCUP-0979,RINCON DEL TAPEO,terraza,Calle Maestro Pablo Luna,36.72527186951998,-4.443315362046477,,9.0,privada,activa,,,
OCUP-0980,CAFETERIA BORIS,terraza,Calle Maestro Pablo Luna,36.72496916789343,-4.443490241804137,,14.0,privada,activa,,,
OCUP-0981,BAR EL FARILLO,terraza,Calle Magistrado Salvador Barbera,36.724217773225064,-4.443994570667687,,8.0,privada,activa,,,
OCUP-0982,GAMBRINUS,terraza,Calle Manrique,36.72974637707416,-4.41554947050108,,27.0,privada,activa,,,
OCUP-0983,LA CAMPANA DEL CENACHERO,terraza,Calle Manuel de Falla,36.69456490637104,-4.449610298637979,,10.0,privada,activa,,,
OCUP-0984,ANCA ER MEJILLON,terraza,Calle Marcos Gomez,36.73111718339852,-4.415699289522292,,15.0,privada,activa,,,
OCUP-0985,GAUCHO GOURMET,terraza,Calle Margarita Xirgu,36.72185194511622,-4.4731427823551435,,17.0,privada,activa,,,
OCUP-0986,HELADERIA JUMAIS,terraza,Calle Margarita Xirgu,36.72185194511622,-4.4731427823551435,,55.0,privada,activa,,,
OCUP-0987,GOLDEN CAF?,terraza,Calle Margarita Xirgu,36.72177103255674,-4.4738778165309245,,38.0,privada,activa,,,
OCUP-0988,JALISCO,terraza,Calle Margarita Xirgu,36.72192358703929,-4.473885690803404,,18.0,privada,activa,,,
OCUP-0989,UNIVERSITAS CAFE,terraza,Calle Margarita Xirgu,36.721948298929014,-4.474143118112865,,40.0,privada,activa,,,
OCUP-0990,BAR LA HERRERIA,terraza,Calle Maria Tubau,36.74025555406121,-4.422597111443152,,7.0,privada,activa,,,
OCUP-0991,BAR ME DA LO MISMO,terraza,Calle Maria Tubau,36.74107518542847,-4.422475865569943,,7.0,privada,activa,,,
OCUP-0992,BODEGAS QUITAPENAS,terraza,Calle Marin Garcia,36.7193056079913,-4.422700337172073,,24.0,privada,activa,,,
OCUP-0993,LO GUENO,terraza,Calle Marin Garcia,36.71923995466963,-4.422015460042692,,18.0,privada,activa,,,
OCUP-0994,LA ALEGRIA,terraza,Calle Marin Garcia,36.71921350975129,-4.422300038151592,,22.0,privada,activa,,,
OCUP-0995,LA ALEGRIA,terraza,Calle Marin Garcia,36.71921350975129,-4.422300038151592,,11.0,privada,activa,,,
OCUP-0996,SALON BAR LO GUENO,terraza,Calle Marin Garcia,36.71920101082157,-4.422094454804052,,9.0,privada,activa,,,
OCUP-0997,LA CANASTA,terraza,Calle Marques de Larios,36.71910270636108,-4.421477961430893,,61.0,privada,activa,,,
OCUP-0998,Pizzer?a Carlos,terraza,Calle Martinez de la Rosa,36.72777216541103,-4.4428114873619355,,29.0,privada,activa,,,
OCUP-0999,STAR KEBAB.,terraza,Calle Martinez de la Rosa,36.728268466176615,-4.444468765186217,,16.0,privada,activa,,,
OCUP-1000,CAFETER?A HERMANOS MARTOS,terraza,Calle Martinez de la Rosa,36.72733012290364,-4.440955424314725,,15.0,privada,activa,,,
OCUP-1001,NEW TOKYO,terraza,Calle Martinez Maldonado,36.721542270722644,-4.431925233691655,,13.0,privada,activa,,,
OCUP-1002,A LA TURCA,terraza,Calle Martinez Maldonado,36.721536345831545,-4.432446314467525,,6.0,privada,activa,,,
OCUP-1003,MALDONADO 21,terraza,Calle Martinez Maldonado,36.72138662731667,-4.433720665971296,,13.0,privada,activa,,,
OCUP-1004,MADRE DE DIOS II,terraza,Calle Martinez Maldonado,36.72136584122585,-4.434275273867244,,9.0,privada,activa,,,
OCUP-1005,HELADERIA JIJONA,terraza,Calle Martinez Maldonado,36.72136609561874,-4.434541494351635,,26.0,privada,activa,,,
OCUP-1006,EURO KEBAB II,terraza,Calle Martinez Maldonado,36.721371924219454,-4.434760991373305,,17.0,privada,activa,,,
OCUP-1007,TABERNA LOS BARRIGONES,terraza,Calle Martinez Maldonado,36.721371924219454,-4.434760991373305,,19.0,privada,activa,,,
OCUP-1008,ROSARIO´S BURGUER PIZZA,terraza,Calle Martinez Maldonado,36.721361374898336,-4.4353797705662545,,15.0,privada,activa,,,
OCUP-1009,A LA TURCA RESTAURANT COFFE B,terraza,Calle Martinez Maldonado,36.721593946376494,-4.437519012843835,,18.0,privada,activa,,,
OCUP-1010,EL PINGONEO LAS CHAPAS,terraza,Calle Martinez Maldonado,36.721594049602984,-4.438940347287375,,11.0,privada,activa,,,
OCUP-1011,ABUELA POCHA,terraza,Calle Martinez Maldonado,36.72134790528801,-4.437508058105026,,10.0,privada,activa,,,
OCUP-1012,BAR RANEA II,terraza,Calle Martinez Maldonado,36.72134790528801,-4.437508058105026,,15.0,privada,activa,,,
OCUP-1013,KALUA HELADO ARTESANAL,terraza,Calle Martinez Maldonado,36.7216023772565,-4.440642372741706,,25.0,privada,activa,,,
OCUP-1014,CENTRAL FOOD MALAGA,terraza,Calle Martinez Maldonado,36.721357183485125,-4.438886998202296,,6.0,privada,activa,,,
OCUP-1015,RINCONCITO CATRACHO,terraza,Calle Martinez Maldonado,36.721345526738105,-4.439154899913326,,6.0,privada,activa,,,
OCUP-1016,BAR THAL?A´S,terraza,Calle Martinez Maldonado,36.7213577742006,-4.441480894690115,,14.0,privada,activa,,,
OCUP-1017,BOTTEGA,terraza,Calle Martires,36.72171317717466,-4.4230255873785715,,3.0,privada,activa,,,
OCUP-1018,D´LORENZO LOS TILOS,terraza,Calle Mauricio Moro Pareto,36.7137266984981,-4.434810573008845,,12.0,privada,activa,,,
OCUP-1019,"JOS?, HERENCIA DE COCINA",terraza,Calle Medellin,36.715413650060036,-4.427353182499794,,12.0,privada,activa,,,
OCUP-1020,CAFETERIA LOS GALVEZ,terraza,Calle Mefistofeles,36.70891785730124,-4.462822914223032,,46.0,privada,activa,,,
